  0.239E+00 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
   17 0.161E+06 0.476E+18 0.802E+25 0.651E+24
   18 0.203E+06 0.365E+19 0.157E+26 0.230E+22
   19 0.256E+06 0.158E+21 0.185E+26 0.156E+19
   20 0.323E+06 0.743E+22 0.118E+26 0.271E+16
   21 0.406E+06 0.191E+24 0.308E+25 0.129E+14

finished with time-=  0.175E+01 


  0.200E+01 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      3.059e+52      2.939e+52      1.046e+53      1.645e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.796e+57      1.297e+57      3.474e+57      6.567e+57                                                                      
                                                                                                                                  
  3.118e+52     3.015e+52    1.068e+53                                                        
                                                                                                                                  
  1.293e+06           1.295e+06    1.346e+06                                     
                                                                                                                                  
  1.102e+00      8.226e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.205e+04    1.623e+04    2.410e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.877E+29 0.690E+28 0.382E+29
    2 0.504E+04 0.157E+30 0.255E+29 0.682E+29
    3 0.635E+04 0.269E+30 0.788E+29 0.118E+30
    4 0.800E+04 0.419E+30 0.178E+30 0.198E+30
    5 0.101E+05 0.544E+30 0.298E+30 0.315E+30
    6 0.127E+05 0.547E+30 0.406E+30 0.476E+30
    7 0.160E+05 0.416E+30 0.454E+30 0.670E+30
    8 0.202E+05 0.241E+30 0.394E+30 0.851E+30
    9 0.254E+05 0.104E+30 0.243E+30 0.922E+30
   10 0.320E+05 0.304E+29 0.976E+29 0.803E+30
   11 0.403E+05 0.548E+28 0.234E+29 0.526E+30
   12 0.508E+05 0.521E+27 0.300E+28 0.239E+30
   13 0.640E+05 0.232E+26 0.185E+27 0.694E+29
   14 0.806E+05 0.409E+24 0.487E+25 0.117E+29
   15 0.102E+06 0.220E+22 0.291E+24 0.101E+28
   16 0.128E+06 0.356E+19 0.128E+25 0.376E+26
   17 0.161E+06 0.268E+18 0.408E+25 0.471E+24
   18 0.203E+06 0.189E+19 0.817E+25 0.164E+22
   19 0.256E+06 0.936E+20 0.981E+25 0.109E+19
   20 0.323E+06 0.521E+22 0.638E+25 0.143E+16
   21 0.406E+06 0.116E+24 0.170E+25 0.673E+13

finished with time-=  0.200E+01 


  0.225E+01 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      3.164e+52      3.050e+52      1.085e+53      1.706e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.850e+57      1.339e+57      3.574e+57      6.763e+57                                                                      
                                                                                                                                  
  3.221e+52     3.127e+52    1.109e+53                                                        
                                                                                                                                  
  1.264e+06           1.267e+06    1.316e+06                                     
                                                                                                                                  
  1.107e+00      8.181e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.220e+04    1.632e+04    2.527e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.905E+29 0.823E+28 0.362E+29
    2 0.504E+04 0.163E+30 0.320E+29 0.654E+29
    3 0.635E+04 0.281E+30 0.964E+29 0.116E+30
    4 0.800E+04 0.442E+30 0.202E+30 0.199E+30
    5 0.101E+05 0.579E+30 0.329E+30 0.327E+30
    6 0.127E+05 0.590E+30 0.450E+30 0.511E+30
    7 0.160E+05 0.456E+30 0.508E+30 0.741E+30
    8 0.202E+05 0.269E+30 0.447E+30 0.970E+30
    9 0.254E+05 0.118E+30 0.281E+30 0.109E+31
   10 0.320E+05 0.357E+29 0.116E+30 0.991E+30
   11 0.403E+05 0.672E+28 0.289E+29 0.684E+30
   12 0.508E+05 0.685E+27 0.390E+28 0.333E+30
   13 0.640E+05 0.322E+26 0.261E+27 0.105E+30
   14 0.806E+05 0.630E+24 0.763E+25 0.196E+29
   15 0.102E+06 0.401E+22 0.909E+23 0.192E+28
   16 0.128E+06 0.240E+20 0.608E+23 0.830E+26
   17 0.161E+06 0.845E+19 0.197E+24 0.127E+25
   18 0.203E+06 0.237E+19 0.390E+24 0.487E+22
   19 0.256E+06 0.262E+20 0.422E+24 0.479E+19
   20 0.323E+06 0.669E+21 0.247E+24 0.182E+16
   21 0.406E+06 0.435E+22 0.122E+24 0.772E+13

finished with time-=  0.225E+01 


  0.250E+01 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      3.262e+52      3.154e+52      1.121e+53      1.763e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.900e+57      1.378e+57      3.664e+57      6.942e+57                                                                      
                                                                                                                                  
  3.316e+52     3.229e+52    1.145e+53                                                        
                                                                                                                                  
  1.227e+06           1.232e+06    1.277e+06                                     
                                                                                                                                  
  1.110e+00      8.127e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.206e+04    1.647e+04    2.489e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.687E+29 0.440E+28 0.237E+29
    2 0.504E+04 0.124E+30 0.156E+29 0.416E+29
    3 0.635E+04 0.213E+30 0.504E+29 0.711E+29
    4 0.800E+04 0.334E+30 0.125E+30 0.116E+30
    5 0.101E+05 0.436E+30 0.224E+30 0.183E+30
    6 0.127E+05 0.438E+30 0.311E+30 0.276E+30
    7 0.160E+05 0.332E+30 0.351E+30 0.392E+30
    8 0.202E+05 0.191E+30 0.307E+30 0.511E+30
    9 0.254E+05 0.824E+29 0.191E+30 0.578E+30
   10 0.320E+05 0.243E+29 0.773E+29 0.529E+30
   11 0.403E+05 0.444E+28 0.188E+29 0.361E+30
   12 0.508E+05 0.441E+27 0.248E+28 0.170E+30
   13 0.640E+05 0.199E+26 0.159E+27 0.508E+29
   14 0.806E+05 0.381E+24 0.472E+25 0.882E+28
   15 0.102E+06 0.230E+22 0.539E+23 0.793E+27
   16 0.128E+06 0.379E+19 0.498E+21 0.311E+26
   17 0.161E+06 0.326E+18 0.102E+22 0.417E+24
   18 0.203E+06 0.384E+17 0.138E+22 0.147E+22
   19 0.256E+06 0.590E+18 0.716E+21 0.621E+18
   20 0.323E+06 0.623E+19 0.561E+23 0.255E+15
   21 0.406E+06 0.131E+20 0.538E+23 0.460E+12

finished with time-=  0.250E+01 


  0.275E+01 

 -------------neutrino information follows----------                                                                              
                                                                                                                                  
       onue-          oanue-         omutaue-      tot e-out                                                                      
      3.357e+52      3.257e+52      1.156e+53      1.818e+53                                                                      
                                                                                                                                  
       onun           oanun          omutaun       tot n out                                                                      
      1.948e+57      1.417e+57      3.749e+57      7.114e+57                                                                      
                                                                                                                                  
  3.398e+52     3.317e+52    1.174e+53                                                        
                                                                                                                                  
  1.167e+06           1.176e+06    1.216e+06                                     
                                                                                                                                  
  1.113e+00      8.025e-01                                                                          
                                                                                                                                  
          neutrino edit r=  3.000e+07                                                                                             
                                                                                                                                  
  1.183e+04    1.624e+04    2.667e+04                                

    j    g         f          h        hm
    1 0.400E+04 0.562E+29 0.106E+29 0.209E+29
    2 0.504E+04 0.103E+30 0.244E+29 0.358E+29
    3 0.635E+04 0.180E+30 0.550E+29 0.603E+29
    4 0.800E+04 0.288E+30 0.113E+30 0.993E+29
    5 0.101E+05 0.376E+30 0.199E+30 0.159E+30
    6 0.127E+05 0.367E+30 0.286E+30 0.246E+30
    7 0.160E+05 0.266E+30 0.325E+30 0.358E+30
    8 0.202E+05 0.146E+30 0.282E+30 0.479E+30
