time =  5.0629E-01  time past bounce =  2.0128E-04  cycle =  5.1050E+03
     Lnue =  1.1087E+53  Lanue =  2.0825E+47  Lmutau =  5.8113E+46
    3 6.34961E+03 3.38876E+31 6.35437E+29 8.16087E+30
    4 8.00000E+03 5.48287E+31 7.65342E+29 1.03960E+31
    5 1.00794E+04 5.61394E+31 6.92988E+29 1.12391E+31
    6 1.26992E+04 2.89374E+31 3.84859E+29 9.80148E+30
    7 1.60000E+04 1.00398E+31 1.83438E+29 6.43833E+30
    8 2.01587E+04 2.64544E+30 7.21156E+28 3.30490E+30
    9 2.53984E+04 4.92852E+29 2.22424E+28 1.42649E+30
   10 3.20000E+04 5.93266E+28 5.05306E+27 4.94919E+29
   11 4.03175E+04 4.11901E+27 7.80972E+26 1.30409E+29
   12 5.07969E+04 1.42965E+26 7.42918E+25 2.42954E+28
   13 6.40000E+04 2.07155E+24 3.83430E+24 2.92454E+27
   14 8.06350E+04 9.98577E+21 9.15898E+22 2.03049E+26
   15 1.01594E+05 1.20297E+19 8.28816E+20 7.04753E+24
   16 1.28000E+05 5.21019E+16 2.20774E+18 1.02118E+23
   17 1.61270E+05 5.81382E+14 1.25971E+15 4.92253E+20
   18 2.03187E+05 1.16103E+11 1.03155E+11 5.93008E+17
   19 2.56000E+05 7.50839E+05 7.31935E+05 1.24506E+14
   20 3.22540E+05 7.99578E-01 2.38295E-01 2.89310E+09
   21 4.06375E+05 6.96824E-01 1.59792E-09 4.19862E+03


time =  5.0869E-01  time past bounce =  2.6042E-03  cycle =  5.4640E+03
     Lnue =  3.3767E+53  Lanue =  4.7976E+51  Lmutau =  1.2248E+53
    j      g           f           h           hm
    1 4.00000E+03 8.41595E+30 3.14285E+29 3.87549E+30
    2 5.03969E+03 1.76289E+31 4.85643E+29 6.07967E+30
    3 6.34961E+03 3.64971E+31 7.17703E+29 9.16158E+30
    4 8.00000E+03 6.35641E+31 9.36012E+29 1.25315E+31
    5 1.00794E+04 7.89177E+31 9.81862E+29 1.51497E+31
    6 1.26992E+04 5.74356E+31 6.99283E+29 1.56332E+31
    7 1.60000E+04 1.99273E+31 3.33303E+29 1.31486E+31
    8 2.01587E+04 5.25073E+30 1.31033E+29 8.50146E+30
    9 2.53984E+04 9.78223E+29 4.04141E+28 3.66946E+30
   10 3.20000E+04 1.17753E+29 9.18132E+27 1.27312E+30
   11 4.03175E+04 8.17550E+27 1.41901E+27 3.35460E+29
   12 5.07969E+04 2.83760E+26 1.34987E+26 6.24970E+28
   13 6.40000E+04 4.11165E+24 6.96686E+24 7.52301E+27
